Código región,Código provincia,Código comuna,Años de escolaridad promedio,edad_min,edad_max
13,131.0,13130.0,12.7,65,69.0
13,131.0,13130.0,12.1,70,74.0
13,131.0,13130.0,11.2,75,79.0
13,131.0,13130.0,10.3,80,84.0
13,131.0,13130.0,9.1,85,
13,131.0,13131.0,0,0,4.0
13,131.0,13131.0,1.4,5,9.0
13,131.0,13131.0,6,10,14.0
13,131.0,13131.0,10.6,15,19.0
13,131.0,13131.0,12.9,20,24.0
13,131.0,13131.0,13.2,25,29.0
13,131.0,13131.0,12.9,30,34.0
13,131.0,13131.0,12.6,35,39.0
13,131.0,13131.0,12,40,44.0
13,131.0,13131.0,11.5,45,49.0
13,131.0,13131.0,11.1,50,54.0
13,131.0,13131.0,10.3,55,59.0
13,131.0,13131.0,9.7,60,64.0
13,131.0,13131.0,8.9,65,69.0
13,131.0,13131.0,7.7,70,74.0
13,131.0,13131.0,6.8,75,79.0
13,131.0,13131.0,6.2,80,84.0
13,131.0,13131.0,5.3,85,
13,131.0,13132.0,0,0,4.0
13,131.0,13132.0,1.2,5,9.0
13,131.0,13132.0,5.8,10,14.0
13,131.0,13132.0,10.5,15,19.0
13,131.0,13132.0,14.6,20,24.0
13,131.0,13132.0,16.7,25,29.0
13,131.0,13132.0,17.1,30,34.0
13,131.0,13132.0,17.3,35,39.0
13,131.0,13132.0,17.3,40,44.0
13,131.0,13132.0,17,45,49.0
13,131.0,13132.0,16.6,50,54.0
13,131.0,13132.0,16.1,55,59.0
13,131.0,13132.0,15.7,60,64.0
13,131.0,13132.0,15.7,65,69.0
13,131.0,13132.0,15.6,70,74.0
13,131.0,13132.0,15.2,75,79.0
13,131.0,13132.0,14.7,80,84.0
13,131.0,13132.0,13.8,85,
13,132.0,13201.0,0,0,4.0
13,132.0,13201.0,1.4,5,9.0
13,132.0,13201.0,6,10,14.0
13,132.0,13201.0,10.6,15,19.0
13,132.0,13201.0,13.3,20,24.0
13,132.0,13201.0,13.9,25,29.0
13,132.0,13201.0,13.8,30,34.0
13,132.0,13201.0,13.6,35,39.0
13,132.0,13201.0,13.3,40,44.0
13,132.0,13201.0,12.7,45,49.0
13,132.0,13201.0,12.1,50,54.0
13,132.0,13201.0,11.4,55,59.0
13,132.0,13201.0,10.8,60,64.0
13,132.0,13201.0,10.2,65,69.0
13,132.0,13201.0,9.4,70,74.0
13,132.0,13201.0,8.4,75,79.0
13,132.0,13201.0,7.7,80,84.0
13,132.0,13201.0,6.9,85,
13,132.0,13202.0,0,0,4.0
13,132.0,13202.0,1.4,5,9.0
13,132.0,13202.0,6,10,14.0
13,132.0,13202.0,10.7,15,19.0
13,132.0,13202.0,13.4,20,24.0
13,132.0,13202.0,14.1,25,29.0
13,132.0,13202.0,14,30,34.0
13,132.0,13202.0,14.1,35,39.0
13,132.0,13202.0,13.9,40,44.0
13,132.0,13202.0,13.4,45,49.0
13,132.0,13202.0,12.5,50,54.0
13,132.0,13202.0,11.8,55,59.0
13,132.0,13202.0,11.2,60,64.0
13,132.0,13202.0,10.6,65,69.0
13,132.0,13202.0,9.8,70,74.0
13,132.0,13202.0,9.2,75,79.0
13,132.0,13202.0,8.1,80,84.0
13,132.0,13202.0,8.2,85,
13,132.0,13203.0,0,0,4.0
13,132.0,13203.0,1.5,5,9.0
13,132.0,13203.0,6,10,14.0
13,132.0,13203.0,10.6,15,19.0
13,132.0,13203.0,13.1,20,24.0
13,132.0,13203.0,13.6,25,29.0
13,132.0,13203.0,13.8,30,34.0
13,132.0,13203.0,13.8,35,39.0
13,132.0,13203.0,13.5,40,44.0
13,132.0,13203.0,13.3,45,49.0
13,132.0,13203.0,12.6,50,54.0
13,132.0,13203.0,11.8,55,59.0
13,132.0,13203.0,11.2,60,64.0
13,132.0,13203.0,10.8,65,69.0
13,132.0,13203.0,10.3,70,74.0
13,132.0,13203.0,9.6,75,79.0
13,132.0,13203.0,8.6,80,84.0
13,132.0,13203.0,8.7,85,
13,133.0,13301.0,0,0,4.0
13,133.0,13301.0,1.4,5,9.0
13,133.0,13301.0,5.9,10,14.0
13,133.0,13301.0,10.5,15,19.0
13,133.0,13301.0,13.1,20,24.0
13,133.0,13301.0,13,25,29.0
13,133.0,13301.0,13.2,30,34.0
13,133.0,13301.0,13.9,35,39.0
13,133.0,13301.0,14.1,40,44.0
13,133.0,13301.0,13.8,45,49.0
13,133.0,13301.0,12.9,50,54.0
13,133.0,13301.0,11.6,55,59.0
13,133.0,13301.0,10.4,60,64.0
13,133.0,13301.0,9.9,65,69.0
13,133.0,13301.0,9.2,70,74.0
13,133.0,13301.0,8.5,75,79.0
13,133.0,13301.0,8.1,80,84.0
13,133.0,13301.0,7.2,85,
13,133.0,13302.0,0,0,4.0
13,133.0,13302.0,1.4,5,9.0
13,133.0,13302.0,5.9,10,14.0
13,133.0,13302.0,10.4,15,19.0
13,133.0,13302.0,12.8,20,24.0
13,133.0,13302.0,13.1,25,29.0
13,133.0,13302.0,13.5,30,34.0
13,133.0,13302.0,13.6,35,39.0
13,133.0,13302.0,13.2,40,44.0
13,133.0,13302.0,12.6,45,49.0
13,133.0,13302.0,11.7,50,54.0
13,133.0,13302.0,10.7,55,59.0
13,133.0,13302.0,9.9,60,64.0
13,133.0,13302.0,9.4,65,69.0
13,133.0,13302.0,8.6,70,74.0
13,133.0,13302.0,7.5,75,79.0
13,133.0,13302.0,7,80,84.0
13,133.0,13302.0,6.3,85,
13,133.0,13303.0,0,0,4.0
13,133.0,13303.0,1.4,5,9.0
13,133.0,13303.0,6,10,14.0
13,133.0,13303.0,10.6,15,19.0
13,133.0,13303.0,13,20,24.0
13,133.0,13303.0,13.2,25,29.0
13,133.0,13303.0,13.3,30,34.0
13,133.0,13303.0,13.4,35,39.0
13,133.0,13303.0,12.9,40,44.0
13,133.0,13303.0,12.2,45,49.0
13,133.0,13303.0,11.3,50,54.0
13,133.0,13303.0,10.5,55,59.0
13,133.0,13303.0,9.8,60,64.0
13,133.0,13303.0,9.3,65,69.0
13,133.0,13303.0,8.7,70,74.0
13,133.0,13303.0,7.5,75,79.0
13,133.0,13303.0,6.8,80,84.0
13,133.0,13303.0,6.1,85,
13,134.0,13401.0,0,0,4.0
13,134.0,13401.0,1.4,5,9.0
13,134.0,13401.0,6,10,14.0
13,134.0,13401.0,10.5,15,19.0
13,134.0,13401.0,13,20,24.0
13,134.0,13401.0,13.4,25,29.0
13,134.0,13401.0,13.2,30,34.0
13,134.0,13401.0,13.1,35,39.0
13,134.0,13401.0,12.6,40,44.0
13,134.0,13401.0,12.1,45,49.0
13,134.0,13401.0,11.6,50,54.0
13,134.0,13401.0,10.8,55,59.0
13,134.0,13401.0,10.1,60,64.0
13,134.0,13401.0,9.6,65,69.0
13,134.0,13401.0,8.8,70,74.0
13,134.0,13401.0,8.1,75,79.0
13,134.0,13401.0,7.6,80,84.0
13,134.0,13401.0,7.2,85,
13,134.0,13402.0,0,0,4.0
13,134.0,13402.0,1.4,5,9.0
13,134.0,13402.0,6,10,14.0
13,134.0,13402.0,10.6,15,19.0
13,134.0,13402.0,13.3,20,24.0
13,134.0,13402.0,13.8,25,29.0
13,134.0,13402.0,14.1,30,34.0
13,134.0,13402.0,14.1,35,39.0
13,134.0,13402.0,13.5,40,44.0
13,134.0,13402.0,12.7,45,49.0
13,134.0,13402.0,11.7,50,54.0
13,134.0,13402.0,10.8,55,59.0
13,134.0,13402.0,10.3,60,64.0
13,134.0,13402.0,9.9,65,69.0
13,134.0,13402.0,9.1,70,74.0
13,134.0,13402.0,8,75,79.0
13,134.0,13402.0,7.2,80,84.0
13,134.0,13402.0,6.6,85,
13,134.0,13403.0,0,0,4.0
13,134.0,13403.0,1.5,5,9.0
13,134.0,13403.0,6.1,10,14.0
13,134.0,13403.0,10.7,15,19.0
13,134.0,13403.0,13.4,20,24.0
13,134.0,13403.0,14,25,29.0
13,134.0,13403.0,13.5,30,34.0
13,134.0,13403.0,13.4,35,39.0
13,134.0,13403.0,13,40,44.0
13,134.0,13403.0,12.8,45,49.0
13,134.0,13403.0,12.3,50,54.0
13,134.0,13403.0,11.4,55,59.0
13,134.0,13403.0,10.8,60,64.0
13,134.0,13403.0,10.1,65,69.0
13,134.0,13403.0,9.4,70,74.0
13,134.0,13403.0,8.5,75,79.0
13,134.0,13403.0,8,80,84.0
13,134.0,13403.0,7.9,85,
13,134.0,13404.0,0,0,4.0
13,134.0,13404.0,1.4,5,9.0
13,134.0,13404.0,6,10,14.0
13,134.0,13404.0,10.6,15,19.0
13,134.0,13404.0,13.1,20,24.0
13,134.0,13404.0,13.2,25,29.0
13,134.0,13404.0,13.1,30,34.0
13,134.0,13404.0,12.8,35,39.0
13,134.0,13404.0,12.3,40,44.0
13,134.0,13404.0,11.6,45,49.0
13,134.0,13404.0,11.1,50,54.0
13,134.0,13404.0,10.2,55,59.0
13,134.0,13404.0,9.5,60,64.0
13,134.0,13404.0,9.3,65,69.0
13,134.0,13404.0,8.5,70,74.0
13,134.0,13404.0,7.6,75,79.0
13,134.0,13404.0,7,80,84.0
13,134.0,13404.0,5.9,85,
13,135.0,13501.0,0,0,4.0
13,135.0,13501.0,1.4,5,9.0
13,135.0,13501.0,6,10,14.0
13,135.0,13501.0,10.6,15,19.0
13,135.0,13501.0,12.8,20,24.0
13,135.0,13501.0,13.1,25,29.0
13,135.0,13501.0,13.1,30,34.0
13,135.0,13501.0,12.9,35,39.0
13,135.0,13501.0,12.3,40,44.0
13,135.0,13501.0,11.6,45,49.0
13,135.0,13501.0,11.1,50,54.0
13,135.0,13501.0,10.4,55,59.0
13,135.0,13501.0,9.7,60,64.0
13,135.0,13501.0,9.2,65,69.0
13,135.0,13501.0,8.4,70,74.0
13,135.0,13501.0,7.4,75,79.0
13,135.0,13501.0,6.6,80,84.0
13,135.0,13501.0,5.7,85,
13,135.0,13502.0,0,0,4.0
13,135.0,13502.0,1.5,5,9.0
13,135.0,13502.0,6.2,10,14.0
13,135.0,13502.0,10.8,15,19.0
13,135.0,13502.0,12.6,20,24.0
13,135.0,13502.0,12.9,25,29.0
13,135.0,13502.0,12.8,30,34.0
13,135.0,13502.0,12.7,35,39.0
13,135.0,13502.0,11.9,40,44.0
13,135.0,13502.0,11.3,45,49.0
13,135.0,13502.0,10.8,50,54.0
13,135.0,13502.0,10.1,55,59.0
13,135.0,13502.0,9.4,60,64.0
13,135.0,13502.0,8.2,65,69.0
13,135.0,13502.0,6.9,70,74.0
13,135.0,13502.0,5.1,75,79.0
13,135.0,13502.0,5,80,84.0
13,135.0,13502.0,4.1,85,
13,135.0,13503.0,0,0,4.0
13,135.0,13503.0,1.5,5,9.0
13,135.0,13503.0,6.1,10,14.0
13,135.0,13503.0,10.6,15,19.0
13,135.0,13503.0,13.1,20,24.0
13,135.0,13503.0,13.6,25,29.0
13,135.0,13503.0,13.4,30,34.0
13,135.0,13503.0,13.3,35,39.0
13,135.0,13503.0,13,40,44.0
13,135.0,13503.0,12.2,45,49.0
13,135.0,13503.0,11.7,50,54.0
13,135.0,13503.0,10.9,55,59.0
13,135.0,13503.0,10.2,60,64.0
13,135.0,13503.0,9.9,65,69.0
13,135.0,13503.0,9.3,70,74.0
13,135.0,13503.0,8.4,75,79.0
13,135.0,13503.0,7.2,80,84.0
13,135.0,13503.0,6.3,85,
13,135.0,13504.0,0,0,4.0
13,135.0,13504.0,1.4,5,9.0
13,135.0,13504.0,6.1,10,14.0
13,135.0,13504.0,10.6,15,19.0
13,135.0,13504.0,13,20,24.0
13,135.0,13504.0,13.4,25,29.0
13,135.0,13504.0,13,30,34.0
13,135.0,13504.0,12.8,35,39.0
13,135.0,13504.0,12.1,40,44.0
13,135.0,13504.0,11.1,45,49.0
13,135.0,13504.0,10.5,50,54.0
13,135.0,13504.0,9.8,55,59.0
13,135.0,13504.0,8.9,60,64.0
13,135.0,13504.0,8.8,65,69.0
13,135.0,13504.0,8,70,74.0
13,135.0,13504.0,6.8,75,79.0
13,135.0,13504.0,6.2,80,84.0
13,135.0,13504.0,5,85,
13,135.0,13505.0,0,0,4.0
13,135.0,13505.0,1.6,5,9.0
13,135.0,13505.0,6.1,10,14.0
13,135.0,13505.0,10.8,15,19.0
13,135.0,13505.0,12.3,20,24.0
13,135.0,13505.0,12.3,25,29.0
13,135.0,13505.0,11.9,30,34.0
13,135.0,13505.0,11.8,35,39.0
13,135.0,13505.0,11.2,40,44.0
13,135.0,13505.0,10.4,45,49.0
13,135.0,13505.0,10.1,50,54.0
13,135.0,13505.0,9.4,55,59.0
13,135.0,13505.0,8.5,60,64.0
13,135.0,13505.0,8,65,69.0
13,135.0,13505.0,7.2,70,74.0
13,135.0,13505.0,6.1,75,79.0
13,135.0,13505.0,5,80,84.0
13,135.0,13505.0,3.9,85,
13,136.0,13601.0,0,0,4.0
13,136.0,13601.0,1.4,5,9.0
13,136.0,13601.0,6,10,14.0
13,136.0,13601.0,10.6,15,19.0
13,136.0,13601.0,13.2,20,24.0
13,136.0,13601.0,13.5,25,29.0
13,136.0,13601.0,13.5,30,34.0
13,136.0,13601.0,13.2,35,39.0
13,136.0,13601.0,12.9,40,44.0
13,136.0,13601.0,12.5,45,49.0
13,136.0,13601.0,12,50,54.0
13,136.0,13601.0,11.3,55,59.0
13,136.0,13601.0,10.6,60,64.0
13,136.0,13601.0,10.1,65,69.0
13,136.0,13601.0,9.4,70,74.0
13,136.0,13601.0,8.2,75,79.0
13,136.0,13601.0,7.7,80,84.0
13,136.0,13601.0,7.3,85,
13,136.0,13602.0,0,0,4.0
13,136.0,13602.0,1.4,5,9.0
13,136.0,13602.0,6,10,14.0
13,136.0,13602.0,10.5,15,19.0
13,136.0,13602.0,12.9,20,24.0
13,136.0,13602.0,13.1,25,29.0
13,136.0,13602.0,12.9,30,34.0
13,136.0,13602.0,12.8,35,39.0
13,136.0,13602.0,12.1,40,44.0
13,136.0,13602.0,11.5,45,49.0
13,136.0,13602.0,10.9,50,54.0
13,136.0,13602.0,10.2,55,59.0
13,136.0,13602.0,9.6,60,64.0
13,136.0,13602.0,8.8,65,69.0
13,136.0,13602.0,8,70,74.0
13,136.0,13602.0,7.1,75,79.0
13,136.0,13602.0,6.3,80,84.0
13,136.0,13602.0,5.9,85,
13,136.0,13603.0,0,0,4.0
13,136.0,13603.0,1.5,5,9.0
13,136.0,13603.0,6,10,14.0
13,136.0,13603.0,10.5,15,19.0
13,136.0,13603.0,13,20,24.0
13,136.0,13603.0,13.2,25,29.0
13,136.0,13603.0,13.2,30,34.0
13,136.0,13603.0,13.1,35,39.0
13,136.0,13603.0,12.7,40,44.0
13,136.0,13603.0,11.8,45,49.0
13,136.0,13603.0,11.3,50,54.0
13,136.0,13603.0,10.2,55,59.0
13,136.0,13603.0,9.7,60,64.0
13,136.0,13603.0,9.2,65,69.0
13,136.0,13603.0,8.1,70,74.0
13,136.0,13603.0,7,75,79.0
13,136.0,13603.0,6.3,80,84.0
13,136.0,13603.0,5.6,85,
13,136.0,13604.0,0,0,4.0
13,136.0,13604.0,1.4,5,9.0
13,136.0,13604.0,5.9,10,14.0
13,136.0,13604.0,10.6,15,19.0
13,136.0,13604.0,13.2,20,24.0
13,136.0,13604.0,13.9,25,29.0
13,136.0,13604.0,14.1,30,34.0
13,136.0,13604.0,14.1,35,39.0
13,136.0,13604.0,13.5,40,44.0
13,136.0,13604.0,12.6,45,49.0
13,136.0,13604.0,11.8,50,54.0
13,136.0,13604.0,10.9,55,59.0
13,136.0,13604.0,10,60,64.0
13,136.0,13604.0,9.3,65,69.0
13,136.0,13604.0,8,70,74.0
13,136.0,13604.0,7.1,75,79.0
13,136.0,13604.0,6.4,80,84.0
13,136.0,13604.0,5.4,85,
13,136.0,13605.0,0,0,4.0
13,136.0,13605.0,1.5,5,9.0
13,136.0,13605.0,6.1,10,14.0
13,136.0,13605.0,10.7,15,19.0
13,136.0,13605.0,13.4,20,24.0
13,136.0,13605.0,13.8,25,29.0
13,136.0,13605.0,13.7,30,34.0
13,136.0,13605.0,13.8,35,39.0
13,136.0,13605.0,13.2,40,44.0
13,136.0,13605.0,12.7,45,49.0
13,136.0,13605.0,12.2,50,54.0
13,136.0,13605.0,11.4,55,59.0
13,136.0,13605.0,10.7,60,64.0
13,136.0,13605.0,9.9,65,69.0
13,136.0,13605.0,9.1,70,74.0
13,136.0,13605.0,8.2,75,79.0
13,136.0,13605.0,7.5,80,84.0
13,136.0,13605.0,6.9,85,
6,61.0,6101.0,0,0,4.0
6,61.0,6101.0,1.4,5,9.0
6,61.0,6101.0,5.9,10,14.0
6,61.0,6101.0,10.6,15,19.0
6,61.0,6101.0,13.1,20,24.0
6,61.0,6101.0,13.8,25,29.0
6,61.0,6101.0,14,30,34.0
6,61.0,6101.0,13.8,35,39.0
6,61.0,6101.0,13.3,40,44.0
6,61.0,6101.0,12.7,45,49.0
6,61.0,6101.0,12.2,50,54.0
6,61.0,6101.0,11.3,55,59.0
6,61.0,6101.0,10.7,60,64.0
6,61.0,6101.0,10.4,65,69.0
6,61.0,6101.0,9.9,70,74.0
6,61.0,6101.0,8.9,75,79.0
6,61.0,6101.0,8.3,80,84.0
6,61.0,6101.0,7.5,85,
6,61.0,6102.0,0,0,4.0
6,61.0,6102.0,1.6,5,9.0
6,61.0,6102.0,6.2,10,14.0
6,61.0,6102.0,10.8,15,19.0
6,61.0,6102.0,13.2,20,24.0
6,61.0,6102.0,13.4,25,29.0
6,61.0,6102.0,13.2,30,34.0
6,61.0,6102.0,12.7,35,39.0
6,61.0,6102.0,12.2,40,44.0
6,61.0,6102.0,11.3,45,49.0
6,61.0,6102.0,10.7,50,54.0
6,61.0,6102.0,9.1,55,59.0
6,61.0,6102.0,8.6,60,64.0
6,61.0,6102.0,8.1,65,69.0
6,61.0,6102.0,7.5,70,74.0
6,61.0,6102.0,6.3,75,79.0
6,61.0,6102.0,5.8,80,84.0
6,61.0,6102.0,4.3,85,
6,61.0,6103.0,0,0,4.0
6,61.0,6103.0,1.6,5,9.0
6,61.0,6103.0,6.2,10,14.0
6,61.0,6103.0,10.3,15,19.0
6,61.0,6103.0,12.9,20,24.0
6,61.0,6103.0,13.5,25,29.0
6,61.0,6103.0,13.1,30,34.0
6,61.0,6103.0,12.6,35,39.0
6,61.0,6103.0,12.2,40,44.0
6,61.0,6103.0,11.2,45,49.0
6,61.0,6103.0,10.8,50,54.0
6,61.0,6103.0,9.6,55,59.0
6,61.0,6103.0,9,60,64.0
6,61.0,6103.0,8.5,65,69.0
6,61.0,6103.0,8.1,70,74.0
6,61.0,6103.0,6.3,75,79.0
6,61.0,6103.0,6.4,80,84.0
6,61.0,6103.0,4.9,85,
6,61.0,6104.0,0,0,4.0
6,61.0,6104.0,1.5,5,9.0
6,61.0,6104.0,6.1,10,14.0
6,61.0,6104.0,10.5,15,19.0
6,61.0,6104.0,12.7,20,24.0
6,61.0,6104.0,12.9,25,29.0
6,61.0,6104.0,12.6,30,34.0
6,61.0,6104.0,12.4,35,39.0
6,61.0,6104.0,11.7,40,44.0
6,61.0,6104.0,10.8,45,49.0
6,61.0,6104.0,10.1,50,54.0
6,61.0,6104.0,9.1,55,59.0
6,61.0,6104.0,8.4,60,64.0
6,61.0,6104.0,8,65,69.0
6,61.0,6104.0,7,70,74.0
6,61.0,6104.0,6,75,79.0
6,61.0,6104.0,5.2,80,84.0
6,61.0,6104.0,4.6,85,
6,61.0,6105.0,0,0,4.0
6,61.0,6105.0,1.5,5,9.0
6,61.0,6105.0,6.1,10,14.0
6,61.0,6105.0,10.7,15,19.0
6,61.0,6105.0,13.3,20,24.0
6,61.0,6105.0,13.6,25,29.0
6,61.0,6105.0,13.4,30,34.0
6,61.0,6105.0,13,35,39.0
6,61.0,6105.0,12.6,40,44.0
6,61.0,6105.0,11.9,45,49.0
6,61.0,6105.0,11.4,50,54.0
6,61.0,6105.0,10.4,55,59.0
6,61.0,6105.0,9.4,60,64.0
6,61.0,6105.0,9.3,65,69.0
6,61.0,6105.0,8,70,74.0
6,61.0,6105.0,6.8,75,79.0
6,61.0,6105.0,5.7,80,84.0
6,61.0,6105.0,5.3,85,
6,61.0,6106.0,0,0,4.0
6,61.0,6106.0,1.6,5,9.0
6,61.0,6106.0,6.1,10,14.0
6,61.0,6106.0,10.6,15,19.0
6,61.0,6106.0,13,20,24.0
6,61.0,6106.0,13.4,25,29.0
6,61.0,6106.0,13.3,30,34.0
6,61.0,6106.0,13.2,35,39.0
6,61.0,6106.0,12.6,40,44.0
6,61.0,6106.0,12,45,49.0
6,61.0,6106.0,11.2,50,54.0
6,61.0,6106.0,10.2,55,59.0
6,61.0,6106.0,9.7,60,64.0
6,61.0,6106.0,9.2,65,69.0
6,61.0,6106.0,8.5,70,74.0
6,61.0,6106.0,7.3,75,79.0
6,61.0,6106.0,6.7,80,84.0
6,61.0,6106.0,5.8,85,
6,61.0,6107.0,0,0,4.0
6,61.0,6107.0,1.4,5,9.0
6,61.0,6107.0,6.1,10,14.0
6,61.0,6107.0,10.5,15,19.0
6,61.0,6107.0,12.6,20,24.0
6,61.0,6107.0,12.8,25,29.0
6,61.0,6107.0,12.5,30,34.0
6,61.0,6107.0,12.3,35,39.0
6,61.0,6107.0,11.5,40,44.0
6,61.0,6107.0,10.8,45,49.0
6,61.0,6107.0,10.2,50,54.0
6,61.0,6107.0,9.3,55,59.0
6,61.0,6107.0,8.5,60,64.0
6,61.0,6107.0,8.4,65,69.0
6,61.0,6107.0,7.1,70,74.0
6,61.0,6107.0,6,75,79.0
6,61.0,6107.0,4.9,80,84.0
6,61.0,6107.0,4.3,85,
6,61.0,6108.0,0,0,4.0
6,61.0,6108.0,1.4,5,9.0
6,61.0,6108.0,6,10,14.0
6,61.0,6108.0,10.4,15,19.0
6,61.0,6108.0,13.6,20,24.0
6,61.0,6108.0,14.5,25,29.0
6,61.0,6108.0,14.9,30,34.0
6,61.0,6108.0,15.2,35,39.0
6,61.0,6108.0,15.1,40,44.0
6,61.0,6108.0,14.5,45,49.0
6,61.0,6108.0,13.7,50,54.0
6,61.0,6108.0,12.6,55,59.0
6,61.0,6108.0,11.7,60,64.0
6,61.0,6108.0,10.9,65,69.0
6,61.0,6108.0,10.4,70,74.0
6,61.0,6108.0,9,75,79.0
6,61.0,6108.0,8.3,80,84.0
6,61.0,6108.0,7.7,85,
6,61.0,6109.0,0,0,4.0
6,61.0,6109.0,1.5,5,9.0
6,61.0,6109.0,6.1,10,14.0
6,61.0,6109.0,10.6,15,19.0
6,61.0,6109.0,12.9,20,24.0
6,61.0,6109.0,13,25,29.0
6,61.0,6109.0,12.7,30,34.0
6,61.0,6109.0,12.3,35,39.0
6,61.0,6109.0,11.8,40,44.0
6,61.0,6109.0,10.6,45,49.0
6,61.0,6109.0,9.9,50,54.0
6,61.0,6109.0,9,55,59.0
6,61.0,6109.0,8.6,60,64.0
6,61.0,6109.0,8.4,65,69.0
6,61.0,6109.0,7.6,70,74.0
6,61.0,6109.0,6.2,75,79.0
6,61.0,6109.0,5.5,80,84.0
6,61.0,6109.0,5.1,85,
6,61.0,6110.0,0,0,4.0
6,61.0,6110.0,1.5,5,9.0
6,61.0,6110.0,6.1,10,14.0
6,61.0,6110.0,10.6,15,19.0
6,61.0,6110.0,12.9,20,24.0
6,61.0,6110.0,13.1,25,29.0
6,61.0,6110.0,13,30,34.0
6,61.0,6110.0,12.7,35,39.0
6,61.0,6110.0,12.2,40,44.0
6,61.0,6110.0,11.4,45,49.0
6,61.0,6110.0,10.9,50,54.0
6,61.0,6110.0,9.9,55,59.0
6,61.0,6110.0,9.2,60,64.0
6,61.0,6110.0,8.7,65,69.0
6,61.0,6110.0,7.7,70,74.0
6,61.0,6110.0,7,75,79.0
6,61.0,6110.0,5.5,80,84.0
6,61.0,6110.0,5.3,85,
6,61.0,6111.0,0,0,4.0
6,61.0,6111.0,1.5,5,9.0
6,61.0,6111.0,6,10,14.0
6,61.0,6111.0,10.6,15,19.0
6,61.0,6111.0,13.3,20,24.0
6,61.0,6111.0,13.6,25,29.0
6,61.0,6111.0,13.5,30,34.0
6,61.0,6111.0,13.2,35,39.0
6,61.0,6111.0,12.7,40,44.0
6,61.0,6111.0,12.1,45,49.0
6,61.0,6111.0,11.2,50,54.0
6,61.0,6111.0,9.6,55,59.0
6,61.0,6111.0,9,60,64.0
6,61.0,6111.0,8.8,65,69.0
6,61.0,6111.0,8,70,74.0
6,61.0,6111.0,6.8,75,79.0
6,61.0,6111.0,6.2,80,84.0
6,61.0,6111.0,5.7,85,
6,61.0,6112.0,0,0,4.0
6,61.0,6112.0,1.5,5,9.0
6,61.0,6112.0,6.1,10,14.0
6,61.0,6112.0,10.5,15,19.0
6,61.0,6112.0,12.6,20,24.0
6,61.0,6112.0,13.1,25,29.0
6,61.0,6112.0,13,30,34.0
6,61.0,6112.0,12.5,35,39.0
6,61.0,6112.0,11.9,40,44.0
6,61.0,6112.0,10.9,45,49.0
6,61.0,6112.0,10.3,50,54.0
6,61.0,6112.0,9.4,55,59.0
6,61.0,6112.0,8.5,60,64.0
6,61.0,6112.0,8.4,65,69.0
6,61.0,6112.0,7.5,70,74.0
6,61.0,6112.0,6.3,75,79.0
6,61.0,6112.0,5.4,80,84.0
6,61.0,6112.0,4.8,85,
6,61.0,6113.0,0,0,4.0
6,61.0,6113.0,1.4,5,9.0
6,61.0,6113.0,6.2,10,14.0
6,61.0,6113.0,10.5,15,19.0
6,61.0,6113.0,12.7,20,24.0
6,61.0,6113.0,12.8,25,29.0
6,61.0,6113.0,12.7,30,34.0
6,61.0,6113.0,12.4,35,39.0
6,61.0,6113.0,11.6,40,44.0
6,61.0,6113.0,10.6,45,49.0
6,61.0,6113.0,10,50,54.0
6,61.0,6113.0,8.8,55,59.0
6,61.0,6113.0,8.4,60,64.0
6,61.0,6113.0,7.4,65,69.0
6,61.0,6113.0,6.5,70,74.0
6,61.0,6113.0,5.6,75,79.0
6,61.0,6113.0,4.7,80,84.0
6,61.0,6113.0,4.6,85,
6,61.0,6114.0,0,0,4.0
6,61.0,6114.0,1.5,5,9.0
6,61.0,6114.0,6.1,10,14.0
6,61.0,6114.0,10.5,15,19.0
6,61.0,6114.0,13.2,20,24.0
6,61.0,6114.0,13.5,25,29.0
6,61.0,6114.0,13.2,30,34.0
6,61.0,6114.0,12.6,35,39.0
6,61.0,6114.0,11.6,40,44.0
6,61.0,6114.0,11,45,49.0
6,61.0,6114.0,10.1,50,54.0
6,61.0,6114.0,9.4,55,59.0
6,61.0,6114.0,8.4,60,64.0
6,61.0,6114.0,8.2,65,69.0
6,61.0,6114.0,7.1,70,74.0
6,61.0,6114.0,6,75,79.0
6,61.0,6114.0,5.5,80,84.0
6,61.0,6114.0,4.7,85,
6,61.0,6115.0,0,0,4.0
6,61.0,6115.0,1.4,5,9.0
6,61.0,6115.0,6.1,10,14.0
6,61.0,6115.0,10.6,15,19.0
6,61.0,6115.0,12.8,20,24.0
6,61.0,6115.0,13.3,25,29.0
6,61.0,6115.0,13.1,30,34.0
6,61.0,6115.0,12.9,35,39.0
6,61.0,6115.0,12.3,40,44.0
6,61.0,6115.0,11.2,45,49.0
6,61.0,6115.0,10.6,50,54.0
6,61.0,6115.0,9.8,55,59.0
6,61.0,6115.0,9.3,60,64.0
6,61.0,6115.0,9,65,69.0
6,61.0,6115.0,8.4,70,74.0
6,61.0,6115.0,7.2,75,79.0
6,61.0,6115.0,6.3,80,84.0
6,61.0,6115.0,5.7,85,
6,61.0,6116.0,0,0,4.0
6,61.0,6116.0,1.3,5,9.0
6,61.0,6116.0,6,10,14.0
6,61.0,6116.0,10.5,15,19.0
6,61.0,6116.0,13,20,24.0
6,61.0,6116.0,13.4,25,29.0
6,61.0,6116.0,13.1,30,34.0
6,61.0,6116.0,13.1,35,39.0
6,61.0,6116.0,12.4,40,44.0
