Código región,Código provincia,Código comuna,Grupos de edad,Población censada,Hombres,Mujeres
6,63.0,6304.0,50 a 54,573.0,295.0,278.0
6,63.0,6304.0,55 a 59,593.0,301.0,292.0
6,63.0,6304.0,60 a 64,512.0,250.0,262.0
6,63.0,6304.0,65 a 69,442.0,219.0,223.0
6,63.0,6304.0,70 a 74,380.0,185.0,195.0
6,63.0,6304.0,75 a 79,306.0,158.0,148.0
6,63.0,6304.0,80 a 84,189.0,94.0,95.0
6,63.0,6304.0,85 o más,185.0,72.0,113.0
6,63.0,6305.0,0 a 4,905.0,475.0,430.0
6,63.0,6305.0,5 a 9,1161.0,595.0,566.0
6,63.0,6305.0,10 a 14,1229.0,633.0,596.0
6,63.0,6305.0,15 a 19,1227.0,615.0,612.0
6,63.0,6305.0,20 a 24,1193.0,622.0,571.0
6,63.0,6305.0,25 a 29,1279.0,640.0,639.0
6,63.0,6305.0,30 a 34,1415.0,694.0,721.0
6,63.0,6305.0,35 a 39,1374.0,687.0,687.0
6,63.0,6305.0,40 a 44,1191.0,579.0,612.0
6,63.0,6305.0,45 a 49,1174.0,549.0,625.0
6,63.0,6305.0,50 a 54,1198.0,573.0,625.0
6,63.0,6305.0,55 a 59,1326.0,631.0,695.0
6,63.0,6305.0,60 a 64,1196.0,578.0,618.0
6,63.0,6305.0,65 a 69,960.0,478.0,482.0
6,63.0,6305.0,70 a 74,718.0,346.0,372.0
6,63.0,6305.0,75 a 79,548.0,265.0,283.0
6,63.0,6305.0,80 a 84,346.0,155.0,191.0
6,63.0,6305.0,85 o más,283.0,107.0,176.0
6,63.0,6306.0,0 a 4,577.0,295.0,282.0
6,63.0,6306.0,5 a 9,728.0,400.0,328.0
6,63.0,6306.0,10 a 14,854.0,421.0,433.0
6,63.0,6306.0,15 a 19,785.0,413.0,372.0
6,63.0,6306.0,20 a 24,703.0,371.0,332.0
6,63.0,6306.0,25 a 29,771.0,359.0,412.0
6,63.0,6306.0,30 a 34,919.0,452.0,467.0
6,63.0,6306.0,35 a 39,881.0,428.0,453.0
6,63.0,6306.0,40 a 44,922.0,467.0,455.0
6,63.0,6306.0,45 a 49,880.0,439.0,441.0
6,63.0,6306.0,50 a 54,932.0,447.0,485.0
6,63.0,6306.0,55 a 59,961.0,466.0,495.0
6,63.0,6306.0,60 a 64,916.0,460.0,456.0
6,63.0,6306.0,65 a 69,821.0,420.0,401.0
6,63.0,6306.0,70 a 74,539.0,283.0,256.0
6,63.0,6306.0,75 a 79,425.0,231.0,194.0
6,63.0,6306.0,80 a 84,223.0,110.0,113.0
6,63.0,6306.0,85 o más,223.0,85.0,138.0
6,63.0,6307.0,0 a 4,554.0,295.0,259.0
6,63.0,6307.0,5 a 9,752.0,377.0,375.0
6,63.0,6307.0,10 a 14,742.0,363.0,379.0
6,63.0,6307.0,15 a 19,716.0,356.0,360.0
6,63.0,6307.0,20 a 24,648.0,349.0,299.0
6,63.0,6307.0,25 a 29,786.0,404.0,382.0
6,63.0,6307.0,30 a 34,857.0,434.0,423.0
6,63.0,6307.0,35 a 39,899.0,420.0,479.0
6,63.0,6307.0,40 a 44,823.0,414.0,409.0
6,63.0,6307.0,45 a 49,875.0,445.0,430.0
6,63.0,6307.0,50 a 54,863.0,410.0,453.0
6,63.0,6307.0,55 a 59,962.0,486.0,476.0
6,63.0,6307.0,60 a 64,863.0,414.0,449.0
6,63.0,6307.0,65 a 69,684.0,344.0,340.0
6,63.0,6307.0,70 a 74,514.0,264.0,250.0
6,63.0,6307.0,75 a 79,454.0,210.0,244.0
6,63.0,6307.0,80 a 84,267.0,133.0,134.0
6,63.0,6307.0,85 o más,234.0,93.0,141.0
6,63.0,6308.0,0 a 4,445.0,232.0,213.0
6,63.0,6308.0,5 a 9,601.0,306.0,295.0
6,63.0,6308.0,10 a 14,593.0,311.0,282.0
6,63.0,6308.0,15 a 19,562.0,295.0,267.0
6,63.0,6308.0,20 a 24,574.0,304.0,270.0
6,63.0,6308.0,25 a 29,650.0,331.0,319.0
6,63.0,6308.0,30 a 34,709.0,354.0,355.0
6,63.0,6308.0,35 a 39,638.0,321.0,317.0
6,63.0,6308.0,40 a 44,588.0,279.0,309.0
6,63.0,6308.0,45 a 49,622.0,315.0,307.0
6,63.0,6308.0,50 a 54,582.0,287.0,295.0
6,63.0,6308.0,55 a 59,682.0,347.0,335.0
6,63.0,6308.0,60 a 64,639.0,317.0,322.0
6,63.0,6308.0,65 a 69,531.0,249.0,282.0
6,63.0,6308.0,70 a 74,416.0,216.0,200.0
6,63.0,6308.0,75 a 79,289.0,138.0,151.0
6,63.0,6308.0,80 a 84,172.0,79.0,93.0
6,63.0,6308.0,85 o más,145.0,58.0,87.0
6,63.0,6309.0,0 a 4,181.0,101.0,80.0
6,63.0,6309.0,5 a 9,236.0,121.0,115.0
6,63.0,6309.0,10 a 14,252.0,121.0,131.0
6,63.0,6309.0,15 a 19,211.0,119.0,92.0
6,63.0,6309.0,20 a 24,199.0,100.0,99.0
6,63.0,6309.0,25 a 29,227.0,104.0,123.0
6,63.0,6309.0,30 a 34,285.0,148.0,137.0
6,63.0,6309.0,35 a 39,325.0,169.0,156.0
6,63.0,6309.0,40 a 44,288.0,153.0,135.0
6,63.0,6309.0,45 a 49,306.0,151.0,155.0
6,63.0,6309.0,50 a 54,310.0,163.0,147.0
6,63.0,6309.0,55 a 59,330.0,170.0,160.0
6,63.0,6309.0,60 a 64,377.0,183.0,194.0
6,63.0,6309.0,65 a 69,342.0,173.0,169.0
6,63.0,6309.0,70 a 74,268.0,130.0,138.0
6,63.0,6309.0,75 a 79,200.0,100.0,100.0
6,63.0,6309.0,80 a 84,119.0,54.0,65.0
6,63.0,6309.0,85 o más,103.0,39.0,64.0
6,63.0,6310.0,0 a 4,1956.0,985.0,971.0
6,63.0,6310.0,5 a 9,2577.0,1302.0,1275.0
6,63.0,6310.0,10 a 14,2768.0,1428.0,1340.0
6,63.0,6310.0,15 a 19,2489.0,1289.0,1200.0
6,63.0,6310.0,20 a 24,2231.0,1136.0,1095.0
6,63.0,6310.0,25 a 29,2812.0,1399.0,1413.0
6,63.0,6310.0,30 a 34,3165.0,1569.0,1596.0
6,63.0,6310.0,35 a 39,3255.0,1550.0,1705.0
6,63.0,6310.0,40 a 44,2847.0,1385.0,1462.0
6,63.0,6310.0,45 a 49,2625.0,1243.0,1382.0
6,63.0,6310.0,50 a 54,2708.0,1275.0,1433.0
6,63.0,6310.0,55 a 59,2822.0,1337.0,1485.0
6,63.0,6310.0,60 a 64,2515.0,1225.0,1290.0
6,63.0,6310.0,65 a 69,2152.0,1034.0,1118.0
6,63.0,6310.0,70 a 74,1576.0,731.0,845.0
6,63.0,6310.0,75 a 79,1183.0,526.0,657.0
6,63.0,6310.0,80 a 84,782.0,346.0,436.0
6,63.0,6310.0,85 o más,746.0,277.0,469.0
7,71.0,7101.0,0 a 4,11273.0,5736.0,5537.0
7,71.0,7101.0,5 a 9,14261.0,7317.0,6944.0
7,71.0,7101.0,10 a 14,14871.0,7648.0,7223.0
7,71.0,7101.0,15 a 19,15607.0,7952.0,7655.0
7,71.0,7101.0,20 a 24,18184.0,8986.0,9198.0
7,71.0,7101.0,25 a 29,17879.0,8885.0,8994.0
7,71.0,7101.0,30 a 34,19041.0,9540.0,9501.0
7,71.0,7101.0,35 a 39,16779.0,8217.0,8562.0
7,71.0,7101.0,40 a 44,14755.0,7083.0,7672.0
7,71.0,7101.0,45 a 49,13999.0,6492.0,7507.0
7,71.0,7101.0,50 a 54,13988.0,6394.0,7594.0
7,71.0,7101.0,55 a 59,14051.0,6277.0,7774.0
7,71.0,7101.0,60 a 64,13400.0,6007.0,7393.0
7,71.0,7101.0,65 a 69,11192.0,5050.0,6142.0
7,71.0,7101.0,70 a 74,8930.0,3930.0,5000.0
7,71.0,7101.0,75 a 79,6328.0,2679.0,3649.0
7,71.0,7101.0,80 a 84,4166.0,1654.0,2512.0
7,71.0,7101.0,85 o más,3427.0,1149.0,2278.0
7,71.0,7102.0,0 a 4,2368.0,1245.0,1123.0
7,71.0,7102.0,5 a 9,3234.0,1637.0,1597.0
7,71.0,7102.0,10 a 14,3380.0,1741.0,1639.0
7,71.0,7102.0,15 a 19,3052.0,1559.0,1493.0
7,71.0,7102.0,20 a 24,2785.0,1416.0,1369.0
7,71.0,7102.0,25 a 29,3175.0,1543.0,1632.0
7,71.0,7102.0,30 a 34,3703.0,1840.0,1863.0
7,71.0,7102.0,35 a 39,3388.0,1646.0,1742.0
7,71.0,7102.0,40 a 44,3136.0,1458.0,1678.0
7,71.0,7102.0,45 a 49,3112.0,1525.0,1587.0
7,71.0,7102.0,50 a 54,3131.0,1482.0,1649.0
7,71.0,7102.0,55 a 59,3120.0,1498.0,1622.0
7,71.0,7102.0,60 a 64,2837.0,1375.0,1462.0
7,71.0,7102.0,65 a 69,2361.0,1138.0,1223.0
7,71.0,7102.0,70 a 74,1806.0,927.0,879.0
7,71.0,7102.0,75 a 79,1154.0,587.0,567.0
7,71.0,7102.0,80 a 84,712.0,320.0,392.0
7,71.0,7102.0,85 o más,550.0,217.0,333.0
7,71.0,7103.0,0 a 4,342.0,176.0,166.0
7,71.0,7103.0,5 a 9,423.0,214.0,209.0
7,71.0,7103.0,10 a 14,475.0,256.0,219.0
7,71.0,7103.0,15 a 19,517.0,286.0,231.0
7,71.0,7103.0,20 a 24,505.0,284.0,221.0
7,71.0,7103.0,25 a 29,523.0,263.0,260.0
7,71.0,7103.0,30 a 34,523.0,270.0,253.0
7,71.0,7103.0,35 a 39,535.0,265.0,270.0
7,71.0,7103.0,40 a 44,551.0,271.0,280.0
7,71.0,7103.0,45 a 49,641.0,309.0,332.0
7,71.0,7103.0,50 a 54,663.0,345.0,318.0
7,71.0,7103.0,55 a 59,767.0,404.0,363.0
7,71.0,7103.0,60 a 64,773.0,407.0,366.0
7,71.0,7103.0,65 a 69,702.0,373.0,329.0
7,71.0,7103.0,70 a 74,544.0,270.0,274.0
7,71.0,7103.0,75 a 79,412.0,210.0,202.0
7,71.0,7103.0,80 a 84,306.0,133.0,173.0
7,71.0,7103.0,85 o más,317.0,140.0,177.0
7,71.0,7104.0,0 a 4,205.0,109.0,96.0
7,71.0,7104.0,5 a 9,231.0,135.0,96.0
7,71.0,7104.0,10 a 14,269.0,137.0,132.0
7,71.0,7104.0,15 a 19,263.0,143.0,120.0
7,71.0,7104.0,20 a 24,249.0,129.0,120.0
7,71.0,7104.0,25 a 29,268.0,127.0,141.0
7,71.0,7104.0,30 a 34,293.0,153.0,140.0
7,71.0,7104.0,35 a 39,265.0,117.0,148.0
7,71.0,7104.0,40 a 44,278.0,142.0,136.0
7,71.0,7104.0,45 a 49,271.0,136.0,135.0
7,71.0,7104.0,50 a 54,279.0,142.0,137.0
7,71.0,7104.0,55 a 59,244.0,114.0,130.0
7,71.0,7104.0,60 a 64,241.0,135.0,106.0
7,71.0,7104.0,65 a 69,198.0,107.0,91.0
7,71.0,7104.0,70 a 74,159.0,88.0,71.0
7,71.0,7104.0,75 a 79,133.0,67.0,66.0
7,71.0,7104.0,80 a 84,64.0,28.0,36.0
7,71.0,7104.0,85 o más,80.0,37.0,43.0
7,71.0,7105.0,0 a 4,3586.0,1834.0,1752.0
7,71.0,7105.0,5 a 9,4928.0,2419.0,2509.0
7,71.0,7105.0,10 a 14,5160.0,2671.0,2489.0
7,71.0,7105.0,15 a 19,4824.0,2506.0,2318.0
7,71.0,7105.0,20 a 24,4152.0,2065.0,2087.0
7,71.0,7105.0,25 a 29,4043.0,1969.0,2074.0
7,71.0,7105.0,30 a 34,5235.0,2477.0,2758.0
7,71.0,7105.0,35 a 39,5214.0,2367.0,2847.0
7,71.0,7105.0,40 a 44,4972.0,2262.0,2710.0
7,71.0,7105.0,45 a 49,4164.0,1954.0,2210.0
7,71.0,7105.0,50 a 54,3695.0,1741.0,1954.0
7,71.0,7105.0,55 a 59,3326.0,1571.0,1755.0
7,71.0,7105.0,60 a 64,2670.0,1268.0,1402.0
7,71.0,7105.0,65 a 69,1965.0,913.0,1052.0
7,71.0,7105.0,70 a 74,1323.0,651.0,672.0
7,71.0,7105.0,75 a 79,931.0,457.0,474.0
7,71.0,7105.0,80 a 84,516.0,252.0,264.0
7,71.0,7105.0,85 o más,377.0,128.0,249.0
7,71.0,7106.0,0 a 4,451.0,244.0,207.0
7,71.0,7106.0,5 a 9,585.0,303.0,282.0
7,71.0,7106.0,10 a 14,613.0,314.0,299.0
7,71.0,7106.0,15 a 19,587.0,301.0,286.0
7,71.0,7106.0,20 a 24,504.0,256.0,248.0
7,71.0,7106.0,25 a 29,543.0,247.0,296.0
7,71.0,7106.0,30 a 34,645.0,309.0,336.0
7,71.0,7106.0,35 a 39,633.0,307.0,326.0
7,71.0,7106.0,40 a 44,532.0,269.0,263.0
7,71.0,7106.0,45 a 49,598.0,288.0,310.0
7,71.0,7106.0,50 a 54,620.0,301.0,319.0
7,71.0,7106.0,55 a 59,683.0,354.0,329.0
7,71.0,7106.0,60 a 64,631.0,323.0,308.0
7,71.0,7106.0,65 a 69,520.0,262.0,258.0
7,71.0,7106.0,70 a 74,418.0,215.0,203.0
7,71.0,7106.0,75 a 79,301.0,145.0,156.0
7,71.0,7106.0,80 a 84,199.0,87.0,112.0
7,71.0,7106.0,85 o más,166.0,67.0,99.0
7,71.0,7107.0,0 a 4,423.0,228.0,195.0
7,71.0,7107.0,5 a 9,490.0,229.0,261.0
7,71.0,7107.0,10 a 14,533.0,273.0,260.0
7,71.0,7107.0,15 a 19,586.0,304.0,282.0
7,71.0,7107.0,20 a 24,592.0,289.0,303.0
7,71.0,7107.0,25 a 29,564.0,285.0,279.0
7,71.0,7107.0,30 a 34,580.0,279.0,301.0
7,71.0,7107.0,35 a 39,536.0,253.0,283.0
7,71.0,7107.0,40 a 44,622.0,314.0,308.0
7,71.0,7107.0,45 a 49,611.0,310.0,301.0
7,71.0,7107.0,50 a 54,679.0,334.0,345.0
7,71.0,7107.0,55 a 59,703.0,368.0,335.0
7,71.0,7107.0,60 a 64,653.0,347.0,306.0
7,71.0,7107.0,65 a 69,520.0,284.0,236.0
7,71.0,7107.0,70 a 74,450.0,230.0,220.0
7,71.0,7107.0,75 a 79,286.0,155.0,131.0
7,71.0,7107.0,80 a 84,181.0,95.0,86.0
7,71.0,7107.0,85 o más,172.0,64.0,108.0
7,71.0,7108.0,0 a 4,650.0,319.0,331.0
7,71.0,7108.0,5 a 9,866.0,459.0,407.0
7,71.0,7108.0,10 a 14,922.0,479.0,443.0
7,71.0,7108.0,15 a 19,867.0,448.0,419.0
7,71.0,7108.0,20 a 24,778.0,381.0,397.0
7,71.0,7108.0,25 a 29,893.0,436.0,457.0
7,71.0,7108.0,30 a 34,943.0,444.0,499.0
7,71.0,7108.0,35 a 39,921.0,467.0,454.0
7,71.0,7108.0,40 a 44,848.0,429.0,419.0
7,71.0,7108.0,45 a 49,969.0,478.0,491.0
7,71.0,7108.0,50 a 54,1003.0,500.0,503.0
7,71.0,7108.0,55 a 59,1104.0,528.0,576.0
7,71.0,7108.0,60 a 64,1037.0,539.0,498.0
7,71.0,7108.0,65 a 69,857.0,448.0,409.0
7,71.0,7108.0,70 a 74,649.0,350.0,299.0
7,71.0,7108.0,75 a 79,453.0,252.0,201.0
7,71.0,7108.0,80 a 84,299.0,140.0,159.0
7,71.0,7108.0,85 o más,217.0,98.0,119.0
7,71.0,7109.0,0 a 4,2518.0,1235.0,1283.0
7,71.0,7109.0,5 a 9,2980.0,1529.0,1451.0
7,71.0,7109.0,10 a 14,3380.0,1714.0,1666.0
7,71.0,7109.0,15 a 19,3227.0,1642.0,1585.0
7,71.0,7109.0,20 a 24,3004.0,1493.0,1511.0
7,71.0,7109.0,25 a 29,3150.0,1592.0,1558.0
7,71.0,7109.0,30 a 34,3530.0,1672.0,1858.0
7,71.0,7109.0,35 a 39,3139.0,1472.0,1667.0
7,71.0,7109.0,40 a 44,2801.0,1339.0,1462.0
7,71.0,7109.0,45 a 49,2933.0,1434.0,1499.0
7,71.0,7109.0,50 a 54,3214.0,1571.0,1643.0
7,71.0,7109.0,55 a 59,3270.0,1576.0,1694.0
7,71.0,7109.0,60 a 64,2978.0,1519.0,1459.0
7,71.0,7109.0,65 a 69,2477.0,1247.0,1230.0
7,71.0,7109.0,70 a 74,1949.0,987.0,962.0
7,71.0,7109.0,75 a 79,1362.0,718.0,644.0
7,71.0,7109.0,80 a 84,849.0,420.0,429.0
7,71.0,7109.0,85 o más,619.0,264.0,355.0
7,71.0,7110.0,0 a 4,545.0,281.0,264.0
7,71.0,7110.0,5 a 9,776.0,407.0,369.0
7,71.0,7110.0,10 a 14,808.0,398.0,410.0
7,71.0,7110.0,15 a 19,803.0,424.0,379.0
7,71.0,7110.0,20 a 24,713.0,367.0,346.0
7,71.0,7110.0,25 a 29,754.0,367.0,387.0
7,71.0,7110.0,30 a 34,775.0,379.0,396.0
7,71.0,7110.0,35 a 39,721.0,327.0,394.0
7,71.0,7110.0,40 a 44,673.0,323.0,350.0
7,71.0,7110.0,45 a 49,673.0,323.0,350.0
7,71.0,7110.0,50 a 54,785.0,388.0,397.0
7,71.0,7110.0,55 a 59,749.0,356.0,393.0
7,71.0,7110.0,60 a 64,707.0,356.0,351.0
7,71.0,7110.0,65 a 69,599.0,303.0,296.0
7,71.0,7110.0,70 a 74,483.0,232.0,251.0
7,71.0,7110.0,75 a 79,316.0,162.0,154.0
7,71.0,7110.0,80 a 84,213.0,97.0,116.0
7,71.0,7110.0,85 o más,137.0,62.0,75.0
7,72.0,7201.0,0 a 4,2019.0,1007.0,1012.0
7,72.0,7201.0,5 a 9,2633.0,1303.0,1330.0
7,72.0,7201.0,10 a 14,2888.0,1421.0,1467.0
7,72.0,7201.0,15 a 19,2646.0,1372.0,1274.0
7,72.0,7201.0,20 a 24,2285.0,1137.0,1148.0
7,72.0,7201.0,25 a 29,2684.0,1318.0,1366.0
7,72.0,7201.0,30 a 34,2932.0,1412.0,1520.0
7,72.0,7201.0,35 a 39,2761.0,1288.0,1473.0
7,72.0,7201.0,40 a 44,2732.0,1299.0,1433.0
7,72.0,7201.0,45 a 49,2717.0,1301.0,1416.0
7,72.0,7201.0,50 a 54,2757.0,1252.0,1505.0
7,72.0,7201.0,55 a 59,2866.0,1351.0,1515.0
7,72.0,7201.0,60 a 64,2869.0,1327.0,1542.0
7,72.0,7201.0,65 a 69,2443.0,1155.0,1288.0
7,72.0,7201.0,70 a 74,1927.0,869.0,1058.0
7,72.0,7201.0,75 a 79,1453.0,612.0,841.0
7,72.0,7201.0,80 a 84,1060.0,457.0,603.0
7,72.0,7201.0,85 o más,1126.0,414.0,712.0
7,72.0,7202.0,0 a 4,380.0,195.0,185.0
7,72.0,7202.0,5 a 9,595.0,290.0,305.0
7,72.0,7202.0,10 a 14,594.0,316.0,278.0
7,72.0,7202.0,15 a 19,567.0,275.0,292.0
7,72.0,7202.0,20 a 24,525.0,277.0,248.0
7,72.0,7202.0,25 a 29,503.0,238.0,265.0
7,72.0,7202.0,30 a 34,631.0,304.0,327.0
7,72.0,7202.0,35 a 39,606.0,297.0,309.0
7,72.0,7202.0,40 a 44,609.0,302.0,307.0
7,72.0,7202.0,45 a 49,586.0,274.0,312.0
7,72.0,7202.0,50 a 54,670.0,341.0,329.0
7,72.0,7202.0,55 a 59,703.0,354.0,349.0
7,72.0,7202.0,60 a 64,730.0,378.0,352.0
7,72.0,7202.0,65 a 69,536.0,281.0,255.0
7,72.0,7202.0,70 a 74,422.0,206.0,216.0
7,72.0,7202.0,75 a 79,326.0,174.0,152.0
7,72.0,7202.0,80 a 84,265.0,113.0,152.0
7,72.0,7202.0,85 o más,198.0,83.0,115.0
7,72.0,7203.0,0 a 4,411.0,212.0,199.0
7,72.0,7203.0,5 a 9,522.0,252.0,270.0
7,72.0,7203.0,10 a 14,564.0,288.0,276.0
7,72.0,7203.0,15 a 19,460.0,231.0,229.0
7,72.0,7203.0,20 a 24,401.0,208.0,193.0
7,72.0,7203.0,25 a 29,482.0,225.0,257.0
7,72.0,7203.0,30 a 34,590.0,271.0,319.0
7,72.0,7203.0,35 a 39,627.0,310.0,317.0
7,72.0,7203.0,40 a 44,597.0,278.0,319.0
7,72.0,7203.0,45 a 49,520.0,264.0,256.0
7,72.0,7203.0,50 a 54,563.0,288.0,275.0
7,72.0,7203.0,55 a 59,561.0,260.0,301.0
7,72.0,7203.0,60 a 64,563.0,271.0,292.0
7,72.0,7203.0,65 a 69,525.0,251.0,274.0
7,72.0,7203.0,70 a 74,452.0,215.0,237.0
7,72.0,7203.0,75 a 79,313.0,150.0,163.0
7,72.0,7203.0,80 a 84,243.0,105.0,138.0
7,72.0,7203.0,85 o más,184.0,79.0,105.0
7,73.0,7301.0,0 a 4,7936.0,3927.0,4009.0
7,73.0,7301.0,5 a 9,10433.0,5260.0,5173.0
7,73.0,7301.0,10 a 14,11211.0,5669.0,5542.0
7,73.0,7301.0,15 a 19,10407.0,5368.0,5039.0
7,73.0,7301.0,20 a 24,9713.0,5032.0,4681.0
7,73.0,7301.0,25 a 29,11308.0,5718.0,5590.0
7,73.0,7301.0,30 a 34,13036.0,6342.0,6694.0
7,73.0,7301.0,35 a 39,12560.0,6076.0,6484.0
7,73.0,7301.0,40 a 44,11123.0,5305.0,5818.0
7,73.0,7301.0,45 a 49,10378.0,4947.0,5431.0
7,73.0,7301.0,50 a 54,10153.0,4777.0,5376.0
7,73.0,7301.0,55 a 59,10227.0,4682.0,5545.0
7,73.0,7301.0,60 a 64,9588.0,4411.0,5177.0
7,73.0,7301.0,65 a 69,7665.0,3511.0,4154.0
7,73.0,7301.0,70 a 74,5719.0,2586.0,3133.0
7,73.0,7301.0,75 a 79,3960.0,1722.0,2238.0
7,73.0,7301.0,80 a 84,2525.0,1077.0,1448.0
7,73.0,7301.0,85 o más,2026.0,695.0,1331.0
7,73.0,7302.0,0 a 4,445.0,245.0,200.0
7,73.0,7302.0,5 a 9,619.0,313.0,306.0
7,73.0,7302.0,10 a 14,639.0,344.0,295.0
7,73.0,7302.0,15 a 19,599.0,323.0,276.0
7,73.0,7302.0,20 a 24,613.0,311.0,302.0
7,73.0,7302.0,25 a 29,604.0,289.0,315.0
7,73.0,7302.0,30 a 34,737.0,372.0,365.0
7,73.0,7302.0,35 a 39,665.0,327.0,338.0
7,73.0,7302.0,40 a 44,616.0,294.0,322.0
7,73.0,7302.0,45 a 49,706.0,342.0,364.0
7,73.0,7302.0,50 a 54,798.0,405.0,393.0
7,73.0,7302.0,55 a 59,794.0,375.0,419.0
7,73.0,7302.0,60 a 64,783.0,386.0,397.0
7,73.0,7302.0,65 a 69,720.0,361.0,359.0
7,73.0,7302.0,70 a 74,563.0,287.0,276.0
7,73.0,7302.0,75 a 79,413.0,209.0,204.0
7,73.0,7302.0,80 a 84,237.0,120.0,117.0
7,73.0,7302.0,85 o más,224.0,89.0,135.0
7,73.0,7303.0,0 a 4,300.0,135.0,165.0
7,73.0,7303.0,5 a 9,373.0,180.0,193.0
7,73.0,7303.0,10 a 14,422.0,203.0,219.0
7,73.0,7303.0,15 a 19,382.0,209.0,173.0
7,73.0,7303.0,20 a 24,367.0,191.0,176.0
7,73.0,7303.0,25 a 29,421.0,212.0,209.0
7,73.0,7303.0,30 a 34,472.0,216.0,256.0
7,73.0,7303.0,35 a 39,435.0,197.0,238.0
7,73.0,7303.0,40 a 44,455.0,222.0,233.0
7,73.0,7303.0,45 a 49,453.0,229.0,224.0
7,73.0,7303.0,50 a 54,472.0,220.0,252.0
7,73.0,7303.0,55 a 59,530.0,273.0,257.0
7,73.0,7303.0,60 a 64,520.0,250.0,270.0
7,73.0,7303.0,65 a 69,452.0,229.0,223.0
7,73.0,7303.0,70 a 74,314.0,153.0,161.0
7,73.0,7303.0,75 a 79,248.0,137.0,111.0
7,73.0,7303.0,80 a 84,145.0,68.0,77.0
7,73.0,7303.0,85 o más,131.0,48.0,83.0
7,73.0,7304.0,0 a 4,2237.0,1172.0,1065.0
7,73.0,7304.0,5 a 9,3222.0,1664.0,1558.0
7,73.0,7304.0,10 a 14,3354.0,1737.0,1617.0
7,73.0,7304.0,15 a 19,3315.0,1704.0,1611.0
7,73.0,7304.0,20 a 24,3077.0,1578.0,1499.0
7,73.0,7304.0,25 a 29,3372.0,1678.0,1694.0
7,73.0,7304.0,30 a 34,3565.0,1737.0,1828.0
7,73.0,7304.0,35 a 39,3409.0,1667.0,1742.0
7,73.0,7304.0,40 a 44,3301.0,1543.0,1758.0
7,73.0,7304.0,45 a 49,3224.0,1535.0,1689.0
7,73.0,7304.0,50 a 54,2951.0,1412.0,1539.0
7,73.0,7304.0,55 a 59,3274.0,1504.0,1770.0
7,73.0,7304.0,60 a 64,3061.0,1452.0,1609.0
7,73.0,7304.0,65 a 69,2677.0,1317.0,1360.0
7,73.0,7304.0,70 a 74,1987.0,895.0,1092.0
7,73.0,7304.0,75 a 79,1391.0,655.0,736.0
7,73.0,7304.0,80 a 84,851.0,379.0,472.0
7,73.0,7304.0,85 o más,681.0,277.0,404.0
7,73.0,7305.0,0 a 4,504.0,249.0,255.0
7,73.0,7305.0,5 a 9,667.0,345.0,322.0
7,73.0,7305.0,10 a 14,733.0,392.0,341.0
7,73.0,7305.0,15 a 19,758.0,407.0,351.0
7,73.0,7305.0,20 a 24,670.0,343.0,327.0
7,73.0,7305.0,25 a 29,716.0,368.0,348.0
7,73.0,7305.0,30 a 34,717.0,345.0,372.0
7,73.0,7305.0,35 a 39,712.0,345.0,367.0
7,73.0,7305.0,40 a 44,760.0,365.0,395.0
7,73.0,7305.0,45 a 49,781.0,374.0,407.0
7,73.0,7305.0,50 a 54,798.0,386.0,412.0
7,73.0,7305.0,55 a 59,800.0,399.0,401.0
7,73.0,7305.0,60 a 64,764.0,366.0,398.0
7,73.0,7305.0,65 a 69,626.0,318.0,308.0
7,73.0,7305.0,70 a 74,478.0,247.0,231.0
7,73.0,7305.0,75 a 79,380.0,188.0,192.0
7,73.0,7305.0,80 a 84,217.0,100.0,117.0
7,73.0,7305.0,85 o más,185.0,76.0,109.0
7,73.0,7306.0,0 a 4,856.0,431.0,425.0
7,73.0,7306.0,5 a 9,1134.0,543.0,591.0
7,73.0,7306.0,10 a 14,1177.0,585.0,592.0
7,73.0,7306.0,15 a 19,1120.0,561.0,559.0
7,73.0,7306.0,20 a 24,1050.0,555.0,495.0
7,73.0,7306.0,25 a 29,1099.0,555.0,544.0
7,73.0,7306.0,30 a 34,1371.0,644.0,727.0
7,73.0,7306.0,35 a 39,1242.0,611.0,631.0
7,73.0,7306.0,40 a 44,1163.0,543.0,620.0
7,73.0,7306.0,45 a 49,1152.0,547.0,605.0
7,73.0,7306.0,50 a 54,1141.0,602.0,539.0
7,73.0,7306.0,55 a 59,1212.0,601.0,611.0
7,73.0,7306.0,60 a 64,1111.0,537.0,574.0
7,73.0,7306.0,65 a 69,823.0,391.0,432.0
7,73.0,7306.0,70 a 74,646.0,312.0,334.0
7,73.0,7306.0,75 a 79,450.0,211.0,239.0
7,73.0,7306.0,80 a 84,256.0,121.0,135.0
7,73.0,7306.0,85 o más,230.0,98.0,132.0
7,73.0,7307.0,0 a 4,931.0,501.0,430.0
7,73.0,7307.0,5 a 9,1133.0,550.0,583.0
7,73.0,7307.0,10 a 14,1194.0,606.0,588.0
7,73.0,7307.0,15 a 19,1225.0,650.0,575.0
7,73.0,7307.0,20 a 24,1189.0,614.0,575.0
7,73.0,7307.0,25 a 29,1228.0,585.0,643.0
7,73.0,7307.0,30 a 34,1392.0,682.0,710.0
7,73.0,7307.0,35 a 39,1378.0,706.0,672.0
7,73.0,7307.0,40 a 44,1278.0,621.0,657.0
7,73.0,7307.0,45 a 49,1259.0,599.0,660.0
