Código región,Código provincia,Código comuna,Grupos de edad,Años de escolaridad promedio
5,57.0,5702.0,80 a 84,5.1
5,57.0,5702.0,85 o más,4.3
5,57.0,5703.0,0 a 4,0
5,57.0,5703.0,5 a 9,1.5
5,57.0,5703.0,10 a 14,5.9
5,57.0,5703.0,15 a 19,10.5
5,57.0,5703.0,20 a 24,12.8
5,57.0,5703.0,25 a 29,13.3
5,57.0,5703.0,30 a 34,13.3
5,57.0,5703.0,35 a 39,12.7
5,57.0,5703.0,40 a 44,12.3
5,57.0,5703.0,45 a 49,11.6
5,57.0,5703.0,50 a 54,10.9
5,57.0,5703.0,55 a 59,10.1
5,57.0,5703.0,60 a 64,9.4
5,57.0,5703.0,65 a 69,8.5
5,57.0,5703.0,70 a 74,7.9
5,57.0,5703.0,75 a 79,6.7
5,57.0,5703.0,80 a 84,6.1
5,57.0,5703.0,85 o más,5.5
5,57.0,5704.0,0 a 4,0
5,57.0,5704.0,5 a 9,1.8
5,57.0,5704.0,10 a 14,6.3
5,57.0,5704.0,15 a 19,10.9
5,57.0,5704.0,20 a 24,13.1
5,57.0,5704.0,25 a 29,13.3
5,57.0,5704.0,30 a 34,13
5,57.0,5704.0,35 a 39,12.5
5,57.0,5704.0,40 a 44,11.9
5,57.0,5704.0,45 a 49,11.3
5,57.0,5704.0,50 a 54,10.5
5,57.0,5704.0,55 a 59,9.8
5,57.0,5704.0,60 a 64,8.7
5,57.0,5704.0,65 a 69,8.1
5,57.0,5704.0,70 a 74,7.3
5,57.0,5704.0,75 a 79,6.3
5,57.0,5704.0,80 a 84,5.7
5,57.0,5704.0,85 o más,4.2
5,57.0,5705.0,0 a 4,0
5,57.0,5705.0,5 a 9,1.5
5,57.0,5705.0,10 a 14,6
5,57.0,5705.0,15 a 19,10.7
5,57.0,5705.0,20 a 24,13.1
5,57.0,5705.0,25 a 29,13.4
5,57.0,5705.0,30 a 34,13.3
5,57.0,5705.0,35 a 39,13.3
5,57.0,5705.0,40 a 44,12.5
5,57.0,5705.0,45 a 49,12
5,57.0,5705.0,50 a 54,11.3
5,57.0,5705.0,55 a 59,10.3
5,57.0,5705.0,60 a 64,9.9
5,57.0,5705.0,65 a 69,9.3
5,57.0,5705.0,70 a 74,8.6
5,57.0,5705.0,75 a 79,7.3
5,57.0,5705.0,80 a 84,6.9
5,57.0,5705.0,85 o más,5.5
5,57.0,5706.0,0 a 4,0
5,57.0,5706.0,5 a 9,1.5
5,57.0,5706.0,10 a 14,6.1
5,57.0,5706.0,15 a 19,10.6
5,57.0,5706.0,20 a 24,12.9
5,57.0,5706.0,25 a 29,13.1
5,57.0,5706.0,30 a 34,13
5,57.0,5706.0,35 a 39,13
5,57.0,5706.0,40 a 44,12.2
5,57.0,5706.0,45 a 49,11.6
5,57.0,5706.0,50 a 54,11
5,57.0,5706.0,55 a 59,10
5,57.0,5706.0,60 a 64,9.2
5,57.0,5706.0,65 a 69,8.9
5,57.0,5706.0,70 a 74,7.8
5,57.0,5706.0,75 a 79,6.8
5,57.0,5706.0,80 a 84,5.9
5,57.0,5706.0,85 o más,5.1
5,58.0,5801.0,0 a 4,0
5,58.0,5801.0,5 a 9,1.4
5,58.0,5801.0,10 a 14,6
5,58.0,5801.0,15 a 19,10.7
5,58.0,5801.0,20 a 24,13.6
5,58.0,5801.0,25 a 29,14.4
5,58.0,5801.0,30 a 34,14.5
5,58.0,5801.0,35 a 39,14.4
5,58.0,5801.0,40 a 44,14.1
5,58.0,5801.0,45 a 49,13.8
5,58.0,5801.0,50 a 54,13.3
5,58.0,5801.0,55 a 59,12.6
5,58.0,5801.0,60 a 64,12
5,58.0,5801.0,65 a 69,11.6
5,58.0,5801.0,70 a 74,11.1
5,58.0,5801.0,75 a 79,10.3
5,58.0,5801.0,80 a 84,9.4
5,58.0,5801.0,85 o más,8.8
5,58.0,5802.0,0 a 4,0
5,58.0,5802.0,5 a 9,1.4
5,58.0,5802.0,10 a 14,5.9
5,58.0,5802.0,15 a 19,10.5
5,58.0,5802.0,20 a 24,13.1
5,58.0,5802.0,25 a 29,13.7
5,58.0,5802.0,30 a 34,13.7
5,58.0,5802.0,35 a 39,13.6
5,58.0,5802.0,40 a 44,13.2
5,58.0,5802.0,45 a 49,12.7
5,58.0,5802.0,50 a 54,12.2
5,58.0,5802.0,55 a 59,11.4
5,58.0,5802.0,60 a 64,10.8
5,58.0,5802.0,65 a 69,10.6
5,58.0,5802.0,70 a 74,10
5,58.0,5802.0,75 a 79,9.4
5,58.0,5802.0,80 a 84,8.3
5,58.0,5802.0,85 o más,8
5,58.0,5803.0,0 a 4,0
5,58.0,5803.0,5 a 9,1.4
5,58.0,5803.0,10 a 14,6
5,58.0,5803.0,15 a 19,10.7
5,58.0,5803.0,20 a 24,12.9
5,58.0,5803.0,25 a 29,13.4
5,58.0,5803.0,30 a 34,13.2
5,58.0,5803.0,35 a 39,12.9
5,58.0,5803.0,40 a 44,12.4
5,58.0,5803.0,45 a 49,12.1
5,58.0,5803.0,50 a 54,11.6
5,58.0,5803.0,55 a 59,10.8
5,58.0,5803.0,60 a 64,10.3
5,58.0,5803.0,65 a 69,10.1
5,58.0,5803.0,70 a 74,10.1
5,58.0,5803.0,75 a 79,9.8
5,58.0,5803.0,80 a 84,8.4
5,58.0,5803.0,85 o más,8.6
5,58.0,5804.0,0 a 4,0
5,58.0,5804.0,5 a 9,1.5
5,58.0,5804.0,10 a 14,6.1
5,58.0,5804.0,15 a 19,10.6
5,58.0,5804.0,20 a 24,13.5
5,58.0,5804.0,25 a 29,14.3
5,58.0,5804.0,30 a 34,14.4
5,58.0,5804.0,35 a 39,14.3
5,58.0,5804.0,40 a 44,14
5,58.0,5804.0,45 a 49,13.6
5,58.0,5804.0,50 a 54,13.1
5,58.0,5804.0,55 a 59,12.4
5,58.0,5804.0,60 a 64,11.8
5,58.0,5804.0,65 a 69,11.4
5,58.0,5804.0,70 a 74,11.1
5,58.0,5804.0,75 a 79,10.1
5,58.0,5804.0,80 a 84,9.3
5,58.0,5804.0,85 o más,8.7
13,131.0,13101.0,0 a 4,0
13,131.0,13101.0,5 a 9,1.4
13,131.0,13101.0,10 a 14,5.9
13,131.0,13101.0,15 a 19,10.7
13,131.0,13101.0,20 a 24,13.1
13,131.0,13101.0,25 a 29,14.3
13,131.0,13101.0,30 a 34,15
13,131.0,13101.0,35 a 39,15
13,131.0,13101.0,40 a 44,14.7
13,131.0,13101.0,45 a 49,14.3
13,131.0,13101.0,50 a 54,13.9
13,131.0,13101.0,55 a 59,13.3
13,131.0,13101.0,60 a 64,12.9
13,131.0,13101.0,65 a 69,12.7
13,131.0,13101.0,70 a 74,12.4
13,131.0,13101.0,75 a 79,11.6
13,131.0,13101.0,80 a 84,10.9
13,131.0,13101.0,85 o más,10.1
13,131.0,13102.0,0 a 4,0
13,131.0,13102.0,5 a 9,1.4
13,131.0,13102.0,10 a 14,6
13,131.0,13102.0,15 a 19,10.6
13,131.0,13102.0,20 a 24,12.8
13,131.0,13102.0,25 a 29,13.2
13,131.0,13102.0,30 a 34,13.3
13,131.0,13102.0,35 a 39,13
13,131.0,13102.0,40 a 44,12.5
13,131.0,13102.0,45 a 49,12.3
13,131.0,13102.0,50 a 54,11.7
13,131.0,13102.0,55 a 59,11.1
13,131.0,13102.0,60 a 64,10.5
13,131.0,13102.0,65 a 69,9.9
13,131.0,13102.0,70 a 74,9.2
13,131.0,13102.0,75 a 79,8.5
13,131.0,13102.0,80 a 84,8.1
13,131.0,13102.0,85 o más,7.6
13,131.0,13103.0,0 a 4,0
13,131.0,13103.0,5 a 9,1.5
13,131.0,13103.0,10 a 14,6
13,131.0,13103.0,15 a 19,10.6
13,131.0,13103.0,20 a 24,12.7
13,131.0,13103.0,25 a 29,12.8
13,131.0,13103.0,30 a 34,12.5
13,131.0,13103.0,35 a 39,12.2
13,131.0,13103.0,40 a 44,11.7
13,131.0,13103.0,45 a 49,11.2
13,131.0,13103.0,50 a 54,10.7
13,131.0,13103.0,55 a 59,10.1
13,131.0,13103.0,60 a 64,9.2
13,131.0,13103.0,65 a 69,8.4
13,131.0,13103.0,70 a 74,7.4
13,131.0,13103.0,75 a 79,6.4
13,131.0,13103.0,80 a 84,5.9
13,131.0,13103.0,85 o más,5
13,131.0,13104.0,0 a 4,0
13,131.0,13104.0,5 a 9,1.5
13,131.0,13104.0,10 a 14,5.9
13,131.0,13104.0,15 a 19,10.6
13,131.0,13104.0,20 a 24,13.1
13,131.0,13104.0,25 a 29,13.4
13,131.0,13104.0,30 a 34,13.2
13,131.0,13104.0,35 a 39,13
13,131.0,13104.0,40 a 44,12.7
13,131.0,13104.0,45 a 49,12.2
13,131.0,13104.0,50 a 54,11.9
13,131.0,13104.0,55 a 59,11.3
13,131.0,13104.0,60 a 64,10.5
13,131.0,13104.0,65 a 69,10.2
13,131.0,13104.0,70 a 74,9.2
13,131.0,13104.0,75 a 79,8.1
13,131.0,13104.0,80 a 84,7.4
13,131.0,13104.0,85 o más,6.5
13,131.0,13105.0,0 a 4,0
13,131.0,13105.0,5 a 9,1.4
13,131.0,13105.0,10 a 14,6
13,131.0,13105.0,15 a 19,10.6
13,131.0,13105.0,20 a 24,12.9
13,131.0,13105.0,25 a 29,13.1
13,131.0,13105.0,30 a 34,12.9
13,131.0,13105.0,35 a 39,12.6
13,131.0,13105.0,40 a 44,12.2
13,131.0,13105.0,45 a 49,11.8
13,131.0,13105.0,50 a 54,11.4
13,131.0,13105.0,55 a 59,10.6
13,131.0,13105.0,60 a 64,9.9
13,131.0,13105.0,65 a 69,9.3
13,131.0,13105.0,70 a 74,8.5
13,131.0,13105.0,75 a 79,7.6
13,131.0,13105.0,80 a 84,7
13,131.0,13105.0,85 o más,6.4
13,131.0,13106.0,0 a 4,0
13,131.0,13106.0,5 a 9,1.4
13,131.0,13106.0,10 a 14,5.9
13,131.0,13106.0,15 a 19,10.6
13,131.0,13106.0,20 a 24,12.7
13,131.0,13106.0,25 a 29,13.4
13,131.0,13106.0,30 a 34,13.8
13,131.0,13106.0,35 a 39,13.7
13,131.0,13106.0,40 a 44,13.3
13,131.0,13106.0,45 a 49,12.7
13,131.0,13106.0,50 a 54,12.3
13,131.0,13106.0,55 a 59,11.8
13,131.0,13106.0,60 a 64,11.2
13,131.0,13106.0,65 a 69,10.8
13,131.0,13106.0,70 a 74,10
13,131.0,13106.0,75 a 79,9.2
13,131.0,13106.0,80 a 84,8.2
13,131.0,13106.0,85 o más,7.6
13,131.0,13107.0,0 a 4,0
13,131.0,13107.0,5 a 9,1.4
13,131.0,13107.0,10 a 14,6
13,131.0,13107.0,15 a 19,10.6
13,131.0,13107.0,20 a 24,13.6
13,131.0,13107.0,25 a 29,14.1
13,131.0,13107.0,30 a 34,14.1
13,131.0,13107.0,35 a 39,14.4
13,131.0,13107.0,40 a 44,14.7
13,131.0,13107.0,45 a 49,14.4
13,131.0,13107.0,50 a 54,13.6
13,131.0,13107.0,55 a 59,12.4
13,131.0,13107.0,60 a 64,11.4
13,131.0,13107.0,65 a 69,10.4
13,131.0,13107.0,70 a 74,9.4
13,131.0,13107.0,75 a 79,8.2
13,131.0,13107.0,80 a 84,7.2
13,131.0,13107.0,85 o más,6.5
13,131.0,13108.0,0 a 4,0
13,131.0,13108.0,5 a 9,1.4
13,131.0,13108.0,10 a 14,5.9
13,131.0,13108.0,15 a 19,10.6
13,131.0,13108.0,20 a 24,12.9
13,131.0,13108.0,25 a 29,13.6
13,131.0,13108.0,30 a 34,13.9
13,131.0,13108.0,35 a 39,13.9
13,131.0,13108.0,40 a 44,13.5
13,131.0,13108.0,45 a 49,13.1
13,131.0,13108.0,50 a 54,12.7
13,131.0,13108.0,55 a 59,12.2
13,131.0,13108.0,60 a 64,11.8
13,131.0,13108.0,65 a 69,11.6
13,131.0,13108.0,70 a 74,11.1
13,131.0,13108.0,75 a 79,10.2
13,131.0,13108.0,80 a 84,9.7
13,131.0,13108.0,85 o más,8.7
13,131.0,13109.0,0 a 4,0
13,131.0,13109.0,5 a 9,1.5
13,131.0,13109.0,10 a 14,6
13,131.0,13109.0,15 a 19,10.6
13,131.0,13109.0,20 a 24,13.2
13,131.0,13109.0,25 a 29,14.1
13,131.0,13109.0,30 a 34,14.4
13,131.0,13109.0,35 a 39,14.4
13,131.0,13109.0,40 a 44,14
13,131.0,13109.0,45 a 49,13.6
13,131.0,13109.0,50 a 54,13.1
13,131.0,13109.0,55 a 59,12.5
13,131.0,13109.0,60 a 64,11.9
13,131.0,13109.0,65 a 69,11.4
13,131.0,13109.0,70 a 74,11.1
13,131.0,13109.0,75 a 79,10
13,131.0,13109.0,80 a 84,9.3
13,131.0,13109.0,85 o más,8.5
13,131.0,13110.0,0 a 4,0
13,131.0,13110.0,5 a 9,1.4
13,131.0,13110.0,10 a 14,5.9
13,131.0,13110.0,15 a 19,10.6
13,131.0,13110.0,20 a 24,13.5
13,131.0,13110.0,25 a 29,14.5
13,131.0,13110.0,30 a 34,14.7
13,131.0,13110.0,35 a 39,14.6
13,131.0,13110.0,40 a 44,14.2
13,131.0,13110.0,45 a 49,13.7
13,131.0,13110.0,50 a 54,13.1
13,131.0,13110.0,55 a 59,12.4
13,131.0,13110.0,60 a 64,11.9
13,131.0,13110.0,65 a 69,11.4
13,131.0,13110.0,70 a 74,10.7
13,131.0,13110.0,75 a 79,9.6
13,131.0,13110.0,80 a 84,8.9
13,131.0,13110.0,85 o más,8
13,131.0,13111.0,0 a 4,0
13,131.0,13111.0,5 a 9,1.5
13,131.0,13111.0,10 a 14,6
13,131.0,13111.0,15 a 19,10.7
13,131.0,13111.0,20 a 24,12.9
13,131.0,13111.0,25 a 29,13.3
13,131.0,13111.0,30 a 34,13
13,131.0,13111.0,35 a 39,12.7
13,131.0,13111.0,40 a 44,12.2
13,131.0,13111.0,45 a 49,11.6
13,131.0,13111.0,50 a 54,11.1
13,131.0,13111.0,55 a 59,10.5
13,131.0,13111.0,60 a 64,9.9
13,131.0,13111.0,65 a 69,9.3
13,131.0,13111.0,70 a 74,8.4
13,131.0,13111.0,75 a 79,7.2
13,131.0,13111.0,80 a 84,6.8
13,131.0,13111.0,85 o más,6
13,131.0,13112.0,0 a 4,0
13,131.0,13112.0,5 a 9,1.4
13,131.0,13112.0,10 a 14,5.9
13,131.0,13112.0,15 a 19,10.5
13,131.0,13112.0,20 a 24,12.5
13,131.0,13112.0,25 a 29,12.5
13,131.0,13112.0,30 a 34,12.1
13,131.0,13112.0,35 a 39,11.7
13,131.0,13112.0,40 a 44,11.1
13,131.0,13112.0,45 a 49,10.6
13,131.0,13112.0,50 a 54,10.2
13,131.0,13112.0,55 a 59,9.3
13,131.0,13112.0,60 a 64,8.4
13,131.0,13112.0,65 a 69,7.8
13,131.0,13112.0,70 a 74,6.9
13,131.0,13112.0,75 a 79,6.1
13,131.0,13112.0,80 a 84,5.5
13,131.0,13112.0,85 o más,4.8
13,131.0,13113.0,0 a 4,0
13,131.0,13113.0,5 a 9,1.3
13,131.0,13113.0,10 a 14,5.8
13,131.0,13113.0,15 a 19,10.6
13,131.0,13113.0,20 a 24,14.1
13,131.0,13113.0,25 a 29,15.6
13,131.0,13113.0,30 a 34,15.7
13,131.0,13113.0,35 a 39,16.1
13,131.0,13113.0,40 a 44,16.4
13,131.0,13113.0,45 a 49,16.3
13,131.0,13113.0,50 a 54,15.7
13,131.0,13113.0,55 a 59,15
13,131.0,13113.0,60 a 64,14.7
13,131.0,13113.0,65 a 69,14.7
13,131.0,13113.0,70 a 74,14.4
13,131.0,13113.0,75 a 79,13.2
13,131.0,13113.0,80 a 84,12.2
13,131.0,13113.0,85 o más,11.2
13,131.0,13114.0,0 a 4,0
13,131.0,13114.0,5 a 9,1.3
13,131.0,13114.0,10 a 14,5.8
13,131.0,13114.0,15 a 19,10.7
13,131.0,13114.0,20 a 24,14.4
13,131.0,13114.0,25 a 29,16.5
13,131.0,13114.0,30 a 34,16.9
13,131.0,13114.0,35 a 39,17
13,131.0,13114.0,40 a 44,17
13,131.0,13114.0,45 a 49,16.8
13,131.0,13114.0,50 a 54,16.3
13,131.0,13114.0,55 a 59,15.8
13,131.0,13114.0,60 a 64,15.3
13,131.0,13114.0,65 a 69,15.2
13,131.0,13114.0,70 a 74,15.1
13,131.0,13114.0,75 a 79,14.4
13,131.0,13114.0,80 a 84,13.7
13,131.0,13114.0,85 o más,12.8
13,131.0,13115.0,0 a 4,0
13,131.0,13115.0,5 a 9,1.4
13,131.0,13115.0,10 a 14,5.9
13,131.0,13115.0,15 a 19,10.6
13,131.0,13115.0,20 a 24,14.4
13,131.0,13115.0,25 a 29,15.6
13,131.0,13115.0,30 a 34,15.1
13,131.0,13115.0,35 a 39,15.7
13,131.0,13115.0,40 a 44,16
13,131.0,13115.0,45 a 49,15.9
13,131.0,13115.0,50 a 54,15.4
13,131.0,13115.0,55 a 59,14.5
13,131.0,13115.0,60 a 64,13.9
13,131.0,13115.0,65 a 69,13.6
13,131.0,13115.0,70 a 74,13.4
13,131.0,13115.0,75 a 79,12.9
13,131.0,13115.0,80 a 84,12.1
13,131.0,13115.0,85 o más,11
13,131.0,13116.0,0 a 4,0
13,131.0,13116.0,5 a 9,1.5
13,131.0,13116.0,10 a 14,6
13,131.0,13116.0,15 a 19,10.5
13,131.0,13116.0,20 a 24,12.7
13,131.0,13116.0,25 a 29,12.9
13,131.0,13116.0,30 a 34,12.4
13,131.0,13116.0,35 a 39,12
13,131.0,13116.0,40 a 44,11.5
13,131.0,13116.0,45 a 49,11
13,131.0,13116.0,50 a 54,10.7
13,131.0,13116.0,55 a 59,10
13,131.0,13116.0,60 a 64,9.3
13,131.0,13116.0,65 a 69,8.8
13,131.0,13116.0,70 a 74,7.8
13,131.0,13116.0,75 a 79,6.9
13,131.0,13116.0,80 a 84,6.2
13,131.0,13116.0,85 o más,5.5
13,131.0,13117.0,0 a 4,0
13,131.0,13117.0,5 a 9,1.4
13,131.0,13117.0,10 a 14,6
13,131.0,13117.0,15 a 19,10.6
13,131.0,13117.0,20 a 24,12.9
13,131.0,13117.0,25 a 29,13.2
13,131.0,13117.0,30 a 34,13.1
13,131.0,13117.0,35 a 39,12.8
13,131.0,13117.0,40 a 44,12.4
13,131.0,13117.0,45 a 49,11.9
13,131.0,13117.0,50 a 54,11.6
13,131.0,13117.0,55 a 59,11
13,131.0,13117.0,60 a 64,10.2
13,131.0,13117.0,65 a 69,9.7
13,131.0,13117.0,70 a 74,8.6
13,131.0,13117.0,75 a 79,7.8
13,131.0,13117.0,80 a 84,7.3
13,131.0,13117.0,85 o más,6.9
13,131.0,13118.0,0 a 4,0
13,131.0,13118.0,5 a 9,1.4
13,131.0,13118.0,10 a 14,6
13,131.0,13118.0,15 a 19,10.7
13,131.0,13118.0,20 a 24,13.7
13,131.0,13118.0,25 a 29,14.8
13,131.0,13118.0,30 a 34,15.2
13,131.0,13118.0,35 a 39,15.2
13,131.0,13118.0,40 a 44,14.9
13,131.0,13118.0,45 a 49,14.2
13,131.0,13118.0,50 a 54,13.7
13,131.0,13118.0,55 a 59,12.7
13,131.0,13118.0,60 a 64,12.2
13,131.0,13118.0,65 a 69,12
13,131.0,13118.0,70 a 74,11.6
13,131.0,13118.0,75 a 79,10.6
13,131.0,13118.0,80 a 84,9.6
13,131.0,13118.0,85 o más,8.4
13,131.0,13119.0,0 a 4,0
13,131.0,13119.0,5 a 9,1.4
13,131.0,13119.0,10 a 14,6
13,131.0,13119.0,15 a 19,10.7
13,131.0,13119.0,20 a 24,13.6
13,131.0,13119.0,25 a 29,14.4
13,131.0,13119.0,30 a 34,14.3
13,131.0,13119.0,35 a 39,14.1
13,131.0,13119.0,40 a 44,13.8
13,131.0,13119.0,45 a 49,13.3
13,131.0,13119.0,50 a 54,12.9
13,131.0,13119.0,55 a 59,12.2
13,131.0,13119.0,60 a 64,11.6
13,131.0,13119.0,65 a 69,11
13,131.0,13119.0,70 a 74,10.2
13,131.0,13119.0,75 a 79,9.2
13,131.0,13119.0,80 a 84,8.5
13,131.0,13119.0,85 o más,7.3
13,131.0,13120.0,0 a 4,0
13,131.0,13120.0,5 a 9,1.3
13,131.0,13120.0,10 a 14,5.9
13,131.0,13120.0,15 a 19,10.7
13,131.0,13120.0,20 a 24,14.1
13,131.0,13120.0,25 a 29,16.1
13,131.0,13120.0,30 a 34,16.7
13,131.0,13120.0,35 a 39,16.8
13,131.0,13120.0,40 a 44,16.8
13,131.0,13120.0,45 a 49,16.4
13,131.0,13120.0,50 a 54,16
13,131.0,13120.0,55 a 59,15.2
13,131.0,13120.0,60 a 64,14.5
13,131.0,13120.0,65 a 69,14.2
13,131.0,13120.0,70 a 74,14
13,131.0,13120.0,75 a 79,13.3
13,131.0,13120.0,80 a 84,12.6
13,131.0,13120.0,85 o más,11.1
13,131.0,13121.0,0 a 4,0
13,131.0,13121.0,5 a 9,1.5
13,131.0,13121.0,10 a 14,6
13,131.0,13121.0,15 a 19,10.7
13,131.0,13121.0,20 a 24,13.1
13,131.0,13121.0,25 a 29,13.4
13,131.0,13121.0,30 a 34,13.1
13,131.0,13121.0,35 a 39,12.8
13,131.0,13121.0,40 a 44,12.3
13,131.0,13121.0,45 a 49,12.1
13,131.0,13121.0,50 a 54,11.7
13,131.0,13121.0,55 a 59,11
13,131.0,13121.0,60 a 64,10.3
13,131.0,13121.0,65 a 69,9.8
13,131.0,13121.0,70 a 74,9.3
13,131.0,13121.0,75 a 79,8.5
13,131.0,13121.0,80 a 84,7.7
13,131.0,13121.0,85 o más,6.6
13,131.0,13122.0,0 a 4,0
13,131.0,13122.0,5 a 9,1.5
13,131.0,13122.0,10 a 14,6
13,131.0,13122.0,15 a 19,10.6
13,131.0,13122.0,20 a 24,13.4
13,131.0,13122.0,25 a 29,13.9
13,131.0,13122.0,30 a 34,13.5
13,131.0,13122.0,35 a 39,13.7
13,131.0,13122.0,40 a 44,13.6
13,131.0,13122.0,45 a 49,13.3
13,131.0,13122.0,50 a 54,12.7
13,131.0,13122.0,55 a 59,12
13,131.0,13122.0,60 a 64,11.4
13,131.0,13122.0,65 a 69,10.6
13,131.0,13122.0,70 a 74,9.4
13,131.0,13122.0,75 a 79,8.1
13,131.0,13122.0,80 a 84,7.4
13,131.0,13122.0,85 o más,6.7
13,131.0,13123.0,0 a 4,0
13,131.0,13123.0,5 a 9,1.3
13,131.0,13123.0,10 a 14,5.8
13,131.0,13123.0,15 a 19,10.9
13,131.0,13123.0,20 a 24,14.4
13,131.0,13123.0,25 a 29,16.6
13,131.0,13123.0,30 a 34,17.1
13,131.0,13123.0,35 a 39,17.3
13,131.0,13123.0,40 a 44,17.4
13,131.0,13123.0,45 a 49,17.1
13,131.0,13123.0,50 a 54,16.8
13,131.0,13123.0,55 a 59,16.2
13,131.0,13123.0,60 a 64,15.8
13,131.0,13123.0,65 a 69,15.4
13,131.0,13123.0,70 a 74,15.3
13,131.0,13123.0,75 a 79,14.9
13,131.0,13123.0,80 a 84,14.2
13,131.0,13123.0,85 o más,13.1
13,131.0,13124.0,0 a 4,0
13,131.0,13124.0,5 a 9,1.5
13,131.0,13124.0,10 a 14,6
13,131.0,13124.0,15 a 19,10.7
13,131.0,13124.0,20 a 24,13.2
13,131.0,13124.0,25 a 29,13.7
13,131.0,13124.0,30 a 34,13.5
13,131.0,13124.0,35 a 39,13.3
13,131.0,13124.0,40 a 44,13
13,131.0,13124.0,45 a 49,12.6
13,131.0,13124.0,50 a 54,12
13,131.0,13124.0,55 a 59,11.2
13,131.0,13124.0,60 a 64,10.3
13,131.0,13124.0,65 a 69,9.5
13,131.0,13124.0,70 a 74,8.4
13,131.0,13124.0,75 a 79,7.3
13,131.0,13124.0,80 a 84,6.5
13,131.0,13124.0,85 o más,5.9
13,131.0,13125.0,0 a 4,0
13,131.0,13125.0,5 a 9,1.4
13,131.0,13125.0,10 a 14,6.1
13,131.0,13125.0,15 a 19,10.6
13,131.0,13125.0,20 a 24,13.3
13,131.0,13125.0,25 a 29,13.7
13,131.0,13125.0,30 a 34,13.4
13,131.0,13125.0,35 a 39,13.2
13,131.0,13125.0,40 a 44,13
13,131.0,13125.0,45 a 49,12.8
13,131.0,13125.0,50 a 54,12.3
13,131.0,13125.0,55 a 59,11.6
13,131.0,13125.0,60 a 64,10.7
13,131.0,13125.0,65 a 69,10
13,131.0,13125.0,70 a 74,9.2
13,131.0,13125.0,75 a 79,8.3
13,131.0,13125.0,80 a 84,7.4
13,131.0,13125.0,85 o más,6.4
13,131.0,13126.0,0 a 4,0
13,131.0,13126.0,5 a 9,1.4
13,131.0,13126.0,10 a 14,6
13,131.0,13126.0,15 a 19,10.6
13,131.0,13126.0,20 a 24,13
13,131.0,13126.0,25 a 29,13.6
13,131.0,13126.0,30 a 34,13.7
13,131.0,13126.0,35 a 39,13.6
13,131.0,13126.0,40 a 44,13.3
13,131.0,13126.0,45 a 49,12.8
13,131.0,13126.0,50 a 54,12.4
13,131.0,13126.0,55 a 59,11.8
13,131.0,13126.0,60 a 64,11.2
13,131.0,13126.0,65 a 69,10.7
13,131.0,13126.0,70 a 74,9.9
13,131.0,13126.0,75 a 79,9.2
13,131.0,13126.0,80 a 84,8.4
13,131.0,13126.0,85 o más,7.7
13,131.0,13127.0,0 a 4,0
13,131.0,13127.0,5 a 9,1.5
13,131.0,13127.0,10 a 14,6
13,131.0,13127.0,15 a 19,10.6
13,131.0,13127.0,20 a 24,12.9
13,131.0,13127.0,25 a 29,13.3
13,131.0,13127.0,30 a 34,13.3
13,131.0,13127.0,35 a 39,13.1
13,131.0,13127.0,40 a 44,12.7
13,131.0,13127.0,45 a 49,12.3
13,131.0,13127.0,50 a 54,11.9
13,131.0,13127.0,55 a 59,11.3
13,131.0,13127.0,60 a 64,10.6
13,131.0,13127.0,65 a 69,10
13,131.0,13127.0,70 a 74,9.3
13,131.0,13127.0,75 a 79,8.4
13,131.0,13127.0,80 a 84,7.8
13,131.0,13127.0,85 o más,7
13,131.0,13128.0,0 a 4,0
13,131.0,13128.0,5 a 9,1.4
13,131.0,13128.0,10 a 14,6
13,131.0,13128.0,15 a 19,10.6
13,131.0,13128.0,20 a 24,12.9
13,131.0,13128.0,25 a 29,13.1
13,131.0,13128.0,30 a 34,12.8
13,131.0,13128.0,35 a 39,12.6
13,131.0,13128.0,40 a 44,12.2
13,131.0,13128.0,45 a 49,11.6
13,131.0,13128.0,50 a 54,11
13,131.0,13128.0,55 a 59,10.3
13,131.0,13128.0,60 a 64,9.6
13,131.0,13128.0,65 a 69,8.9
13,131.0,13128.0,70 a 74,8.1
13,131.0,13128.0,75 a 79,7.1
13,131.0,13128.0,80 a 84,6.5
13,131.0,13128.0,85 o más,6
13,131.0,13129.0,0 a 4,0
13,131.0,13129.0,5 a 9,1.5
13,131.0,13129.0,10 a 14,6
13,131.0,13129.0,15 a 19,10.6
13,131.0,13129.0,20 a 24,13.2
13,131.0,13129.0,25 a 29,13.9
13,131.0,13129.0,30 a 34,13.9
13,131.0,13129.0,35 a 39,13.6
13,131.0,13129.0,40 a 44,13.2
13,131.0,13129.0,45 a 49,12.8
13,131.0,13129.0,50 a 54,12.4
13,131.0,13129.0,55 a 59,11.7
13,131.0,13129.0,60 a 64,11
13,131.0,13129.0,65 a 69,10.4
13,131.0,13129.0,70 a 74,9.6
13,131.0,13129.0,75 a 79,8.6
13,131.0,13129.0,80 a 84,8.2
13,131.0,13129.0,85 o más,7.1
13,131.0,13130.0,0 a 4,0
13,131.0,13130.0,5 a 9,1.4
13,131.0,13130.0,10 a 14,6
13,131.0,13130.0,15 a 19,10.7
13,131.0,13130.0,20 a 24,13.5
13,131.0,13130.0,25 a 29,14.9
13,131.0,13130.0,30 a 34,15.5
13,131.0,13130.0,35 a 39,15.6
